PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Billi, Marco; Urquiza Gomez, Anahi; Feres Klenner, Camilo					Billi, Marco/0000-0003-3161-6468			Environmental communication and non-conventional renewable energy projects. Content analysis of Chilean mass media								REVISTA LATINA DE COMUNICACION SOCIAL				72	12			1218	1237		10.4185/RLCS-2017-1216				2017	2017	Introduction. We observe how mass media thematise Non-Conventional Renewable Energy projects [NCRE] in terms of relevance and treatment assigned to distinct sources and emerging thematic structures. Methodology. Mixed-approach content analysis of a sample of 100 Chilean digital press articles relating to NCRE, using the analytical framework of Niklas Luhmann's Social Systems Theory. Results and Discussion. The predominance of solar and wind sources goes hand in hand with a low terminological clarity, which however allows mass media to build distinct thematic structures around social systems such as economy, science, politics and law. Environmental references are less frequent and shallower, privileging its evocative aspects with maximum linkage capacity. Conclusions. Instead than observing mass media as mere transmitters of rationalities external to them, more attention should be given to their ability to create realities and representing the (human and ecological) environment.									2	0	0	0	0	2	1	3	1138-5820			WOS:000425209800001		
J	Ghaffarian, Elham; Ghaffarian, Azizeh; Hasheminasab, Mohsen								Project-oriented financing and climate change mitigation planning in developing countries								UKRAINIAN JOURNAL OF ECOLOGY				7	4			111	115		10.15421/2017_93				2017	2017	We considered the environment as a natural source and initial and basic foundation of investment for modern societies and developed countries from economic, political and social concern. In all countries, the quality of environment is of great importance and subject of management activity. We suggested that developed countries for the reason of dynamic economy and having economic actors by friendly improvement on substructures of environment overcomes to decrease of unnatural process in climate change is a problem and mental disturbance of all counties, so cooperation on political, legal and economical aspect with developing countries is considered one of the obligations of today world. Numerous international contracts and conventions are of great importance in terms of the cooperation between the states for the recognition and decrease of climate change, but it is not enough. We supposed the modern disasters caused by climate change should be essential need to change of substructures in societies, whereas the developing countries are rather unable to invest in this field and meet these challenges. We came to conclusion that developed countries as the investors need frequently use the project-oriented financial security for providing the management plans to decrease climate change.									0	0	0	0	0	0	1	1	2520-2138			WOS:000419834300015		
S	Gastine, M.; Berenblyum, R.; Czernichowski-Lauriol, I.; de Dios, J. C.; Audigane, P.; Hladik, V.; Poulsen, N.; Vercelli, S.; Vincent, C.; Wildenborg, T.				Hladik, Vit/E-4144-2018; de Dios, J.Carlos/AAB-8537-2019	Hladik, Vit/0000-0001-6390-9500; de Dios, J.Carlos/0000-0002-7729-8592	Dixon, T; Laloui, L; Twinning, S		Enabling onshore CO2 storage in Europe: fostering international cooperation around pilot and test sites								13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13		Energy Procedia		114				5905	5915		10.1016/j.egypro.2017.03.1728				2017	2017	To meet the ambitious EC target of an 80% reduction in greenhouse gas emissions by 2050, CO2 Capture and Storage (CCS) needs to move rapidly towards full scale implementation with geological storage solutions both on and offshore. Onshore storage offers increased flexibility and reduced infrastructure and monitoring costs. Enabling onshore storage will support management of decarbonisation strategies at territory level while enhancing security of energy supply and local economic activities, and securing jobs across Europe. However, successful onshore storage also requires overcoming some unique technical and societal challenges. ENOS will provide crucial advances to help foster onshore CO2 storage across Europe through:1. Developing, testing and demonstrating in the field, under "real-life conditions", key technologies specifically adapted to onshore storage.2. Contributing to the creation of a favourable environment for onshore storage across Europe.The ENOS site portfolio will provide a great opportunity for demonstration of technologies for safe and environmentally sound storage at relevant scale. Best practices will be developed using experience gained from the field experiments with the participation of local stakeholders and the lay public. This will produce improved integrated research outcomes and increase stakeholder understanding and confidence in CO2 storage. In this improved framework, ENOS will catalyse new onshore pilot and demonstration projects in new locations and geological settings across Europe, taking into account the site-specific and local socio-economic context. By developing technologies from TRL4/5 to TRL6 across the storage lifecycle, feeding the resultant knowledge and experience into training and education and cooperating at the pan-European and global level, ENOS will have a decisive impact on innovation and build the confidence needed for enabling onshore CO2 storage in Europe.ENOS is initiating strong international collaboration between European researchers and their counterparts from the USA, Canada, South Korea, Australia and South Africa for sharing experience worldwide based on real-life onshore pilots and field experiments. Fostering experience-sharing and research alignment between existing sites is key to maximise the investment made at individual sites and to support the efficient large scale deployment of CCS. ENOS is striving to promote collaboration between sites in the world through a programme of site twinning, focus groups centered around operative issues and the creation of a leakage simulation alliance. (c) 2017 The Authors. Published by Elsevier Ltd.					13th International Conference on Greenhouse Gas Control Technologies (GHGT)13th International Conference on Greenhouse Gas Control Technologies (GHGT)	NOV 14-18, 2016NOV 14-18, 2016		Lausanne, SWITZERLANDLausanne, SWITZERLAND	3	0	0	0	0	3	0	1	1876-6102		*****************	WOS:000419147306017		
J	Mazhar, Muhammad Usman; Bull, Richard; Lemon, Mark					Lemon, Mark/0000-0001-9330-6372; , Richard/0000-0002-4372-3589			Critical success factors for embedding carbon management in organizations: lessons from the UK higher education sector								CARBON MANAGEMENT				8	5-6			379	392		10.1080/17583004.2017.1386533				2017	2017	Organizations are under increasing pressure from governments and stakeholders to reduce carbon emissions from their business operations for climate change mitigation. Universities are not exempt from this challenge and are operating in a complex external environment, not least responding to the UK government's Climate Change Act 2008 (80% carbon reductions by 2050 as per 1990 baseline). In 2012-2013, the UK Higher Education (HE) sector consumed 7.9 billion kWh of energy and produced 2.3 million tonnes of carbon emissions. This indicates the scale of the challenge and carbon management is central to reduce carbon emissions. However, effective processes for implementing and embedding carbon management in organizations in general, and universities in particular, have yet to be realized. This paper explores the critical success factors (CSFs) for embedding carbon management in universities and, more widely, in organizations. This exploratory study adopted a mixed-methods approach including the content analysis of universities' carbon management plans alongside semi-structured interviews in the UK HE sector. The paper identifies six key factors for successfully embedding carbon management that are pertinent not just for the HE sector, but to organizations broadly: senior management leadership; funding and resources; stakeholder engagement; planning; governance and management; and evaluation and reporting.									1	0	0	0	0	1	1	3	1758-3004	1758-3012		WOS:000418842800003		
S	Schmidt, Monique; Crawford, Robert H.				Crawford, Robert/C-4547-2016; Crawford, Robert/N-7428-2019	Crawford, Robert/0000-0002-0189-3221; Crawford, Robert/0000-0002-0189-3221	Hajdu, M; Skibniewski, ME		Developing an integrated framework for assessing the life cycle greenhouse gas emissions and life cycle cost of buildings								CREATIVE CONSTRUCTION CONFERENCE 2017, CCC 2017		Procedia Engineering		196				988	995		10.1016/j.proeng.2017.08.040				2017	2017	With building-related greenhouse gas emissions(GHGE) having more than doubled since 1970, they represent one of the largest and most attractive opportunities for climate change mitigation. However, current focus has mainly been on reducing operational GHGE leaving building embodied GHGE (i.e. the GHG emissions associated with the extraction, manufacture and transportation of materials, and the building construction process itself) largely ignored. These embodied emissions have been estimated to represent between 10% to 97% of a buildings total life cycle GHGE. It is thus critical that decision-making in relation to buildings is based on a life cycle perspective. One of the main barriers to this approach is the uncertainty surrounding the financial implications of life cycle GHGE reduction strategies. Despite project cost being a key driver for decision-making, building developers, designers and owners have insufficient knowledge or appropriate tools to adequately consider these life cycle costs and balance them against GHGE savings. Several methods exist for quantifying the costs of a building, such as life cycle costing (LCC). However, LCC and life cycle GHGE assessments are often used in isolation. This study will address the urgent need to move towards integrating these assessments by developing a framework that can be used to ascertain the important relationships and trade-offs between financial and GHGE performance of various building-related GHGE reduction strategies. This framework can be used as part of the building decision-making process and help create a low carbon, affordable built environment. (C) 2017 The Authors. Published by Elsevier Ltd.					6th Creative Construction Conference (CCC)6th Creative Construction Conference (CCC)	JUN 19-22, 2017JUN 19-22, 2017		Primosten, CROATIAPrimosten, CROATIA	1	0	0	0	0	1	0	2	1877-7058		*****************	WOS:000418465300128		
J	Pandev, M.; Lucchese, P.; Mansilla, C.; Le Duigou, A.; Abrashev, B.; Vladikova, D.								Hydrogen Economy: the future for a sustainable and green society								BULGARIAN CHEMICAL COMMUNICATIONS				49		C		84	92						2017	2017	The increasing demand for sustainable energy efficiency and industrial decarbonisation leads researchers from different areas to seek alternative and more effective ways for attaining these goals. A hydrogen economy based on fuel cell and hydrogen technologies is a plausible and promising way to reach the European energy targets and improve the quality of life of society, providing independence and security of the energy supply across Europe. The need for rapid deployment of environment-friendly technologies implies for integrated policy measures and joint efforts of all Member States. This paper gives an overview of hydrogen and fuel cell technologies considering intensively their place in the European policy for decarbonisation and smart growth. The paper also discusses international initiatives in the field and suggests a pathway for greener society.									1	0	0	0	0	1	4	10	0324-1130			WOS:000418299200008		
J	Alexandr Dobrotvorsky, A.D.; Gyulihandanov, E.G.; Maslikova, E.M.							Добротворский, Александр Мстиславович; Гюлиханданов, Евгений Львович; Масликова, Елена Ивановна	DESTRUCTION OF LOW-CARBON-STEEL PIPELINES IN ENVIRONMENTS CONTAINING HYDROGEN SULFIDE				РАЗРУШЕНИЕ ТРУБОПРОВОДОВ ИЗ НИЗКОУГЛЕРОДИСТЫХ КОНСТРУКЦИОННЫХ СТАЛЕЙ В СЕРОВОДОРОДСОДЕРЖАЩЕЙ СРЕДЕ				St. Petersburg State Polytechnic University journal of engineering science and technology	Научно-технические ведомости СПбПУ. Естественные и инженерные науки				2			159	165		10.18721/JEST.230214				2017	2017	Analysis of the material of the petrochemical industry objects due to their long operation is extremely important to assess their safety. In this paper, we analyzed the effect of long-term operation of petrochemical equipment of unalloyed and low-alloyed steel at climatic temperatures in technological environments containing hydrogen sulfide on the degradation of the structure of this equipment. We have carried out calculations of carbon diffusion to the surface during decarburization, indicating a clear possibility of diffusion fluxes of interstitial elements occurring under climatic temperatures and long exposures. The paper presents data on the structure and technological precipitation of equipment components after long-term operation (30 years or more) in oil refineries. We have carried out calculations of carbon diffusion to the surface during decarburization, indicating a clear possibility of diffusion fluxes of interstitial elements occurring under climatic temperatures and long exposures. The reason for decarburization during operation in an environment containing hydrogen sulfide, in this case, should not be attributed to hydrogen corrosion, but to an oxide layer forming due to the presence of condensate and water vapor.			Анализ состояния материала объектов нефтехимической промышленности в связи с их длительной эксплуатацией крайне важен для оценки их безопасности и работоспособности. В данной работе анализируется влияние на деградацию структуры нефтехимического оборудования из нелегированных и низколегированных сталей длительной эксплуатации при климатических температурах в технологических средах, содержащих сероводород. Приводятся данные исследования структуры и технологических отложений элементов оборудования после длительной (30 и более лет) эксплуатации на предприятиях нефтепереработки. Выполнены расчеты диффузии углерода к поверхности при обезуглероживании, которые указывают на явную возможность протекания при климатических температурах и длительных выдержках диффузионных потоков элементов внедрения. Причину обезуглероживания при работе в среде, содержащей сероводород, в данном случае следует связывать не с водородной коррозией, а с образованием оксидного слоя вследствие наличия конденсата и паров воды.						0	0	0	0	0	0	0	0	2542-1239			RSCI:29819969		
J	Kono, Daniel Yuichi								Tariffs and Carbon Emissions								INTERNATIONAL INTERACTIONS				43	6			895	919		10.1080/03050629.2017.1311257				2017	2017	International trade and the environment are uneasy partners. Both environmentalists and free traders worry that the pursuit of one goal may obstruct the other. Nowhere is this tension more evident than in the area of climate change. Does trade liberalization increase carbon emissions? Do efforts to reduce carbon emissions lead to protectionist pressures? This paper addresses these questions by examining the relationship between CO2 emissions and tariffs in 109 to 153 countries from 1988 to 2013. Using instrumental-variable regressions to address reciprocal causation, I find that emissions reductions led to higher tariffs on manufactured goods. This suggests that carbon-intensive industries responded to carbon restrictions by lobbying against trade liberalization. In contrast, emissions did not affect tariffs on less carbon-intensive primary products, and neither type of tariff affected CO2 emissions. My results imply that efforts to combat climate change may obstruct trade liberalization, but the latter should not hinder climate change mitigation.									1	0	0	0	0	1	1	3	0305-0629	1547-7444		WOS:000415642800001		
S	Aanuoluwapo, Oguntona Olusegun; Ohis, Aigbavboa Clinton					OGUNTONA, OLUSEGUN/0000-0001-8963-8796	Yan, J; Sun, F; Chou, SK; Desideri, U; Li, H; Campana, P; Xiong, R		Biomimetic strategies for climate change mitigation in the built environment								8TH INTERNATIONAL CONFERENCE ON APPLIED ENERGY (ICAE2016)		Energy Procedia		105				3868	3875		10.1016/j.egypro.2017.03.792				2017	2017	Out of the numerous challenges facing mankind globally, the impact of climate change poses more threat. These impacts includesea-level rise, more frequent floods from heavy rainfall and notably among others, intense droughts. Despite the United Nations anchored events and conferences geared towards tackling climate change, little success has been recorded till date. Biomimicry, a novel science and method that studies nature's models and then emulates their forms, processes, and strategies offer a sustainable approach to this menace of climate change. It also has the potential to offer efficient alternatives to the human activities that contribute to the depletion and pollution of the environment. Hence, the objective of this paper is to evaluate and present the potential of biomimicry in for climate change mitigation in the built environment. An extant literature review was conducted on biomimicry and its roles in tackling climate change through mitigation and adaptation. The result explores various Biomimetic innovations and applications with their potential to sustainably mitigate the menace of climate change if adopted. This study is expected to refocus human efforts towards biomimicry where it is believed that nature, during its 3.8 billion years of existence has evolved with highly efficient processes and systems, with the potential to produce solutions to the environmental challenges facing mankind, especially climate change.(C) 2017 The Authors. Published by Elsevier Ltd.					8th International Conference on Applied Energy (ICAE)8th International Conference on Applied Energy (ICAE)	OCT 08-11, 2016OCT 08-11, 2016	Appl Energy Innovat Inst; Malardalen UNiv; China Assoc Sci & Technologies; HOME Program; Sichuan Univ; Jiangsu Univ; China Univ Min & Technol; Tianjin Univ; Tongji Univ; SW Jiaotong Univ; Xian Jiaotong Univ; Collaborat Innovat Ctr Elect Vehicles Beijing; Technol Unnovat Local Scale Optimum Integrat Battery Energy Storage; BAIC; BJEV; YuTong; Shenwu GrpAppl Energy Innovat Inst; Malardalen UNiv; China Assoc Sci & Technologies; HOME Program; Sichuan Univ; Jiangsu Univ; China Univ Min & Technol; Tianjin Univ; Tongji Univ; SW Jiaotong Univ; Xian Jiaotong Univ; Collaborat Innovat Ctr Elect Vehicles Beijing; Technol Unnovat Local Scale Optimum Integrat Battery Energy Storage; BAIC; BJEV; YuTong; Shenwu Grp	Beijing Inst Technol, Beijing, PEOPLES R CHINABeijing Inst Technol, Beijing, PEOPLES R CHINA	0	0	0	0	0	0	0	0	1876-6102		*****************	WOS:000404967903142		
J	Galik, Christopher S.; DeCarolis, Joseph F.; Fell, Harrison								Evaluating the US Mid-Century Strategy for Deep Decarbonization amidst early century uncertainty								CLIMATE POLICY				17	8			1046	1056		10.1080/14693062.2017.1340257				2017	2017	The recent change in US presidential administrations has introduced significant uncertainty about both domestic and international policy support for continued reductions in GHG emissions. This brief analysis estimates the potential climate ramifications of changing US leadership, contrasting the Mid-Century Strategy for Deep Decarbonization (MCS) released under the Obama Administration, with campaign statements, early executive actions, and prevailing market conditions to estimate potential emission pathways under the Trump Administration. The analysis highlights areas where GHG reductions are less robust to changing policy conditions, and offers brief recommendations for addressing emissions in the interim. It specifically finds that continued reductions in the electricity sector are less vulnerable to changes in federal policy than those in the built environment and land use sectors. Given the long-lived nature of investments in these latter two sectors, however, opportunities for near-term climate action by willing cities, states, private landowners, and non-profit organizations warrant renewed attention in this time of climate uncertainty.Key policy insightsThe recent US presidential election has already impacted mitigation goals and practices, injecting considerable uncertainty into domestic and international efforts to address climate change.A strategic assessment issued in the final days of the Obama Administration for how to reach long-term climate mitigation objectives provides a baseline from which to gauge potential changes under the Trump Administration.Though market trends may continue to foster emission declines in the energy sector, emission reductions in the land use sector and the built environment are subject to considerable uncertainty.Regardless of actions to scale back climate mitigation efforts, US emissions are likely to be flat in the coming years. Assuming that emissions remain constant under President Trump and that reductions resume afterwards to meet the Obama Administration mid-century targets in 2050, this near-term pause in reductions yields a difference in total emissions equivalent to 0.3-0.6 years of additional global greenhouse gas emissions, depending on the number of terms served by a Trump Administration.									12	0	0	1	0	12	1	10	1469-3062	1752-7457		WOS:000413767700008		
J	Olander, Mona Holmqvist; Olander, Clas				Holmqvist, Mona/Q-2194-2015; Olander, Clas/Q-2209-2015	Holmqvist, Mona/0000-0002-8734-1224; Olander, Clas/0000-0003-4463-2707			Understandings of climate change articulated by Swedish secondary school students								JOURNAL OF BIOLOGICAL EDUCATION				51	4			349	357		10.1080/00219266.2016.1233130				2017	2017	This study investigated beliefs about climate change among Swedish secondary school students at the end of their K-12 education. An embedded mixed method approach was used to analyse 51 secondary school students' written responses to two questions: (1) What implies climate change? (2) What affects climate? A quantitative analysis of the responses revealed that Earth', human' and greenhouse effect' were frequent topics regarding the first question, and pollution', atmosphere' and Earth' were frequent regarding the second. A qualitative analysis, based on a conceptual elements' framework, focused on three elements within responses: atmosphere (causes and/or consequences), Earth (causes and consequences) and living beings (humans and/or animals and their impacts on climate change). It revealed a predominantly general or societal, rather than individual, perspective underlying students' responses to the second question. The ability to connect general/societal issues with individual issues relating to climate change could prompt students to reflect on the contributions of individuals towards climate change mitigation, thereby constituting a basis for decision-making to promote a sustainable environment. Although the students did not discuss climate changes from an individual perspective, their statements revealed their understanding of climate change as a system comprising various components affecting the overall situation. They also revealed an understanding of the difference between weather and climate.									0	0	0	0	0	0	0	3	0021-9266	2157-6009		WOS:000414081700004		
J	박경진								Life Cycle Assessment Based Analysis of the Environmental Features of Means of Transportation: Focused on Greenhouse Gas Emissions of Honam High-Speed Railway			전과정평가(LCA)에 기반한 교통수단의 환경성 분석: 호남고속철도의 온실가스 배출을 중심으로					Journal of Environmental Policy and Administration	환경정책			25	3			71	94		10.15301/jepa.2017.25.3.71				2017	2017	The economic efficiency of the Honam High-Speed Railway emerged as a core issue when a feasibility study revealed there was no profitability in the project. The controversy surrounding this economic efficiency was deepened by the 1997 IMF crisis.Such controversy reflects a policy process that has not yet been synchronized with the policies of climate change initiatives and domestic greenhouse gas reduction policies that the international community has been ambitiously pursuing in recent years. The purpose of this study is to examine whether the opening of the Honam High Speed Railway is worthy as an eco-friendly means of transportation to cope with climate change, through analysis of the environmental features of the means of transportation that run along the Honam axis.Simplified Life Cycle Assessment was used as an analytical tool to examine the greenhouse gas emissions of the passenger segment under operation. The result of the analysis showed that it is a desirable means of transportation in terms of greenhouse gas emissions.Based on the results of this research, the policy implications for the reduction of greenhouse gas emissions in the transportation sector, considering climate, energy and environment, are as follows. First, it is a policy of power consumption reduction, to reduce energy consumption by operating the high-speed railway. Second, it should be accompanied by energy diversification policy, such as improving the efficiency of the power generation mix with technological innovation for power deoxygenation and expanding the supply of new energy. Lastly, it contributes to the improvement of the transportation environment and supply of eco-friendly vehicles considering the distance traveled. It is suggested that traffic demand management measures are also needed to make the environment-friendly traffic policy acceptable as described above.				호남고속철도는 타당성 조사에서부터 사업성이 없는 것으로 나타나 경제성 문제가 핵심이슈로 등장하였으며, 1997년에는 IMF 외환위기까지 발생하여 경제성에 따른 논란이 심화되었다. 이 같은 논란은 최근국제사회가 야심차게 추진하고 있는 기후변화 이니셔티브의 정책기조와 국내 온실가스 감축 정책과는 동조화되지 못하는 정책과정이었다고 할 수 있다. 이에 본 연구에서는 호남고속철도개통이 기후변화에 대응한친환경 교통수단으로서 가치가 있는지에 대해 호남축을 운행하는 교통수단 간 환경성 분석을 통하여 검토하고 있다. 분석도구로는 간략전과정평가(S-LCA)를 활용하여, 운행 중인 여객 부문의 온실가스 배출량을 살펴보았다. 연구 결과 온실가스 배출 측면에서는 바람직한 교통수단으로 밝혀졌었다. 이 같은 연구결과를 토대로 기후･에너지･환경을 고려한 교통부문의 온실가스 감축을 위한 정책적 함의로는 첫째, 고속철도 운행시 에너지 소비 절감을 위한 전력소비량 감소 정책, 둘째, 전력 탈탄소를 위한 기술혁신으로 발전 믹스의 효율화 제고 및 신생에너지의 공급 확대 등 에너지 다변화 정책, 셋째, 운행거리를 고려한 친환경 차량 보급 및교통여건 개선으로 수용가능한 환경 친화적인 교통정책이 되도록 하는 교통수요관리대책이 필요함을 제안하고 있다.					0	0	0	0	0	0	0	3	1598-835X			KJD:ART002272462		
J	문승민								Does Korea's Aid for Mitigating Climate Change Contribute to the Reduction of CO2 emissions in the Recipient Countries? : Focusing on the Environmental Kuznets			한국의 기후변화 완화 원조는 수원국의 이산화탄소배출 감축에 기여하는가?: 환경 쿠즈네츠 곡선과거버넌스의 관점을 중심으로					International Development and Cooperation Review	국제개발협력연구			9	2			29	56						2017	2017	Korea is trying to expand the quantity and quality of aid for mitigating climate change to cope with the new climate regime. However, indiscriminate aid, which does not consider its effectiveness, can lead to failure. In this regard, this study aims to empirically investigate the effect of Korea's aid for mitigating climate change on the reduction of CO2 emissions in the recipient countries. In addition, this also aims to provide implications for the future direction of Korea's aid for mitigating climate change by examining the effect of the economic or governance environment of the recipient countries on effectiveness of aid.The analyzed results showed that Korea's aid for mitigating climate change has an effect on CO2 reduction in the recipient countries and it has a more positive effect on CO2 reduction when providing aid by considering the governance of the recipient countries. These results suggest that governance of the recipients should be considered in order to secure effectiveness of aid in promoting aid for mitigating climate change in the future.				우리나라는 신 기후체제에 대비하기 위해 기후변화 원조의 양과 질을 확대하고자 한다. 그러나효과성을 고려하지 않은 무분별한 원조는 실패로 이어질 수 있다. 이러한 점에서 본 연구는 우리나라 기후변화 완화 원조가 수원국의 이산화탄소 배출 감축에 미치는 영향을 실증적으로 규명하고자 하였다. 또한 수원국의 경제적 또는 거버넌스 환경이 원조의 효과성에 미치는 영향을 살펴봄으로써 향후 우리나라의 기후변화 원조 방향에 대한 함의를 제공하고자 한다. 분석결과 우리나라의 기후변화 완화 원조는 수원국의 이산화탄소 감축에 영향을 미치는 것으로 나타났으며, 수원국의 거버넌스를 고려하여 제공할 때 이산화탄소 감축에 더욱 긍정적인 것으로 밝혀졌다. 이러한 결과는 향후 기후변화 완화 원조를 추진함에 원조의 효과성을 담보하기 위해서는 수원국의 거버넌스를 고려해야함을 시사한다.					0	0	0	0	0	0	0	0	2005-9620			KJD:ART002252885		
J	Ali, Qamar; Khan, Muhammad Tariq Iqbal; Ashfaq, Muhammad				Ali, Qamar/J-3737-2019				Greenhouse Gas Reduction in Off-Season Cucumber Production by Improving Energy Efficiency: A Case Study from Punjab, Pakistan								POLISH JOURNAL OF ENVIRONMENTAL STUDIES				26	4			1453	1460		10.15244/pjoes/68179				2017	2017	Approximately 10 to 12% of GHG emissions come from the agricultural sector. Consumption of energy in agriculture is a source of GHG and it can be decreased by efficient utilization of energy inputs. Therefore, our present research calculated energy efficiencies (for technical, pure technical, and scale) and extent of GHG reduction after benchmarking an inefficient farm in off-season cucumber production in Punjab, Pakistan. Primary data were collected from 70 farmers with simple random sampling. Average technical efficiency (TE), pure technical efficiency (PTE), and scale efficiency (SE) were 0.77, 0.91, and 0.85, respectively, while increasing (IRS) and constant (CRS) return to scale were observed in 46 and 24 farms, respectively. The decrease in total input energy was 33,908.00 MJ ha(-1) (14.14%) if inefficient farmers use the energy inputs according to recommendations. A large share of energy savings comes from fertilizers (63.66%), followed by diesel (25.88%), plastic (5.78%), chemicals (2.69%), water (1.06%), labour (0.50%), and machinery (0.44%). Total GHG reduction was 1,004.68 kg CO2 eq.ha(-1) (17.75%) after improvement in energy efficiency. Agricultural extension staff should visit the vegetable farms on a regular basis and give necessary information about efficient utilization of energy inputs. In addition, the government should promote renewable sources of energy due to their environmentally friendly behavior.									1	0	0	1	0	1	0	7	1230-1485	2083-5906		WOS:000408078000003		
S	Lah, Oliver						Ulengin, F; Li, K; Boltze, M		Factors of Change: The influence of policy environment factors on climate change mitigation strategies in the transport sector								WORLD CONFERENCE ON TRANSPORT RESEARCH - WCTR 2016		Transportation Research Procedia		25				3499	3514		10.1016/j.trpro.2017.05.265				2017	2017	There is a large potential for cost-effective solutions to reduce greenhouse gas emissions and to improve the sustainability of the transport sector that is yet unexploited. Considering the cost-effectiveness and the potential for co-benefits, it is hard to understand why energy gains and mitigation action in the transport sector is still lagging behind the potential. Particularly interesting is the fact that there is substantial difference among countries with relatively similar economic performances, such as the OECD countries in the development of their transport CO2 emission over the past thirty years despite the fact that these countries had relatively similar access to efficient technologies and vehicles. This study aims to apply some well established political science theories on the particular example of climate change mitigation in the transport sector in order to identify some of the factors that could help explain the variations in success of policies and strategies in this sector. The analysis suggests that institutional arrangements that contribute to consensus building in the political process provide a high level of political and policy stability which is vital to long-term changes in energy end-use sectors that rely on long-term investments. However, there is no direct correlation between institutional structures, e.g. corporatism and success in reducing greenhouse gas emissions in the transport sector. Environmental objectives need to be built into the consensus-based policy structure before actual policy progress can be observed. This usually takes longer in consensus democracies than in politically more agile majoritarian policy environments, but the policy stability that builds on corporatist institutional structures is likely to experience changes over a longer-term, in this case to a shift towards low-carbon transport that endures. (C) 2017 The Authors. Published by Elsevier B.V.					14th World Conference on Transport Research (WCTR)14th World Conference on Transport Research (WCTR)	JUL 10-15, 2016JUL 10-15, 2016	World Conf Transport Res SocWorld Conf Transport Res Soc	Tongji Univ Shanghai, Shanghai, PEOPLES R CHINATongji Univ Shanghai, Shanghai, PEOPLES R CHINA	1	0	0	0	0	1	0	2	2352-1465		*****************	WOS:000404963803041		
S	Zhang, Rong; Liu, Tong; Ma, Jianshe						Liu, L; Yang, C; Ke, J		Plant Factory: A New Method for Reducing Carbon Emissions								ADVANCES IN MATERIALS, MACHINERY, ELECTRONICS I		AIP Conference Proceedings		1820						UNSP 040016	10.1063/1.4977288				2017	2017	In recent years, climate change has become a focus issue all over the world. Many scientific studies have confirmed the relationship between the emission of greenhouse gas such as carbon dioxide and global climate change. Reducing the emission of greenhouse gas is an effective way to solve the problem of climate change. This paper presents a new method for reducing carbon emissions: using the photosynthesis of plants to achieve carbon fixation in plant factory. In order to verify the feasibility of this method, we built a closed artificial light plant factory adopting LED lighting to conduct the experiment of carbon dioxide enrichment. The results shows that the production of the plants increased by 20%-25% and the plants fixed a considerable amount of carbon dioxide by increasing the concentration of carbon dioxide in the environment to 1000 ppm.					International Conference on Advances in Materials, Machinery, Electronics (AMME)International Conference on Advances in Materials, Machinery, Electronics (AMME)	FEB 25-26, 2017FEB 25-26, 2017		Wuhan, PEOPLES R CHINAWuhan, PEOPLES R CHINA	0	0	0	0	0	0	3	20	0094-243X		978-0-7354-1488-4	WOS:000405772700040		
S	Newton, Peter W.						Ding, L; Fiorito, F; Osmond, P		Innovation for a Sustainable Low Carbon Built Environment								INTERNATIONAL HIGH-PERFORMANCE BUILT ENVIRONMENT CONFERENCE - A SUSTAINABLE BUILT ENVIRONMENT CONFERENCE 2016 SERIES (SBE16), IHBE 2016		Procedia Engineering		180				16	32		10.1016/j.proeng.2017.04.161				2017	2017	The need to rapidly transition to more sustainable low carbon built environments in Australia and internationally provides the basis for a maturation of the green economy. Its principal client will increasingly be cities, their industries and resident populations. Decarbonisation, dematerialisation and zero waste are core objectives. Regenerative retrofitting and re-shaping of cities is an associated planning challenge. This presentation will focus on innovation pathways associated with new technology, urban design, urban governance and household behaviours that are central to this transition. (C) 2017 The Authors. Published by Elsevier Ltd.					International High-Performance Built Environment Conference (iHBE)International High-Performance Built Environment Conference (iHBE)	NOV 17-18, 2016NOV 17-18, 2016	UNSW Built Environm; CRC Low Carbon Living; UrbanGrowth NSWUNSW Built Environm; CRC Low Carbon Living; UrbanGrowth NSW	Sydney, AUSTRALIASydney, AUSTRALIA	1	0	0	0	0	1	1	2	1877-7058		*****************	WOS:000404873600003		
J	Correa Lopez, Gabriela								Climate Change, Solar Energy and Trade Disputes								PORTES-REVISTA MEXICANA DE ESTUDIOS SOBRE LA CUENCA DEL PACIFICO				11	21			7	26						JAN-JUN 2017	2017	This paper presents some of the main arguments related to the use of alternative technologies for generation of electrical energy that have been developed as part of the global climate change mitigation mechanisms.The article focuses on the market of products for generation of solar energy that has had a huge expansion in recent years and, since the People's Republic of China (China) has managed to control large segments of the international market of components and products for generation of solar energy, it has been immersed in commercial disputes.Climate change (cc) is associated with the greenhouse gas (ghg) emissions which are generated in the combustion process; their mitigation becomes a core part of the energy security of the countries with the generation of energy with lower environmental impact resolving, in part, the expansion of the energy demand.The main conclusion in this text is that, in general, the electric energy generated with alternative technologies has created an economic and commercial space of intense competition which translates to new businesses with a bioethical justification associated to the protection of the environment.									0	0	0	0	0	0	0	0	1870-6800			WOS:000404772100002		
